Repository,File_Path,File_Type,Commit_SHA,Parent_SHA,Message,Diff_Myers,Diff_Hist,Discrepancy
repositories/httpie,httpie/__init__.py,Source Code,7ca6191902e57a7ce54737e6a932c003e7b86026,ebb271334b307c8f345a0f840ab8dc2c74c46b9c,v0.1.5,,,No
repositories/httpie,README.md,README,c446d756ab9f63c9228154c2844ee816c304fcc4,7ca6191902e57a7ce54737e6a932c003e7b86026,Fixed IOError in setup.py.,"diff --git a/README.md b/README.md
index 9c51f60..fc9523f 100644
--- a/README.md
+++ b/README.md
@@ -104,4 +104,4 @@ Most of the flags mirror the arguments you would use with `requests.request`. Se
 
 ### Changelog
 
-* [0.1.5](https://github.com/jkbr/httpie/compare/0.1.4...0.1.5) (2012-03-04)
+* [0.1.6](https://github.com/jkbr/httpie/compare/0.1.4...0.1.6) (2012-03-04)
","diff --git a/README.md b/README.md
index 9c51f60..fc9523f 100644
--- a/README.md
+++ b/README.md
@@ -104,4 +104,4 @@ Most of the flags mirror the arguments you would use with `requests.request`. Se
 
 ### Changelog
 
-* [0.1.5](https://github.com/jkbr/httpie/compare/0.1.4...0.1.5) (2012-03-04)
+* [0.1.6](https://github.com/jkbr/httpie/compare/0.1.4...0.1.6) (2012-03-04)
",No
repositories/httpie,httpie/__init__.py,Source Code,c446d756ab9f63c9228154c2844ee816c304fcc4,7ca6191902e57a7ce54737e6a932c003e7b86026,Fixed IOError in setup.py.,,,No
repositories/httpie,setup.py,Source Code,c446d756ab9f63c9228154c2844ee816c304fcc4,7ca6191902e57a7ce54737e6a932c003e7b86026,Fixed IOError in setup.py.,"diff --git a/setup.py b/setup.py
index 80f0a57..75e2325 100644
--- a/setup.py
+++ b/setup.py
@@ -14,10 +14,16 @@ if sys.version_info < (2, 7):
     requirements.append('argparse>=1.2.1')
 
 
+try:
+    long_description = open('README.md').read()
+except IOError:
+    long_description = ''
+
+
 setup(
     name='httpie',version=httpie.__version__,
     description=httpie.__doc__.strip(),
-    long_description=open('README.md').read(),
+    long_description=long_description,
     url='http://httpi","diff --git a/setup.py b/setup.py
index 80f0a57..75e2325 100644
--- a/setup.py
+++ b/setup.py
@@ -14,10 +14,16 @@ if sys.version_info < (2, 7):
     requirements.append('argparse>=1.2.1')
 
 
+try:
+    long_description = open('README.md').read()
+except IOError:
+    long_description = ''
+
+
 setup(
     name='httpie',version=httpie.__version__,
     description=httpie.__doc__.strip(),
-    long_description=open('README.md').read(),
+    long_description=long_description,
     url='http://httpi",No
repositories/httpie,httpie.png,Other,d9abf7d31c71d98fa11cf438db34e80cd16eec7a,c446d756ab9f63c9228154c2844ee816c304fcc4,Updated screenshot.,"diff --git a/httpie.png b/httpie.png
index a931af7..f5642a8 100644
Binary files a/httpie.png and b/httpie.png differ
","diff --git a/httpie.png b/httpie.png
index a931af7..f5642a8 100644
Binary files a/httpie.png and b/httpie.png differ
",No
repositories/httpie,setup.py,Source Code,1517f3d14919aaefadd871b84f701a651d497cdd,d9abf7d31c71d98fa11cf438db34e80cd16eec7a,Include README.md in the source tarball,"diff --git a/setup.py b/setup.py
index 75e2325..88eba45 100644
--- a/setup.py
+++ b/setup.py
@@ -14,16 +14,10 @@ if sys.version_info < (2, 7):
     requirements.append('argparse>=1.2.1')
 
 
-try:
-    long_description = open('README.md').read()
-except IOError:
-    long_description = ''
-
-
 setup(
     name='httpie',version=httpie.__version__,
     description=httpie.__doc__.strip(),
-    long_description=long_description,
+    long_description=open('README.md').read(),
     url='http://httpi","diff --git a/setup.py b/setup.py
index 75e2325..88eba45 100644
--- a/setup.py
+++ b/setup.py
@@ -14,16 +14,10 @@ if sys.version_info < (2, 7):
     requirements.append('argparse>=1.2.1')
 
 
-try:
-    long_description = open('README.md').read()
-except IOError:
-    long_description = ''
-
-
 setup(
     name='httpie',version=httpie.__version__,
     description=httpie.__doc__.strip(),
-    long_description=long_description,
+    long_description=open('README.md').read(),
     url='http://httpi",No
repositories/httpie,setup.py,Source Code,71771dc4a6864ce1e6f3c88cb45dd581913beeb5,1517f3d14919aaefadd871b84f701a651d497cdd,One argument per line,"diff --git a/setup.py b/setup.py
index 88eba45..03bb0b3 100644
--- a/setup.py
+++ b/setup.py
@@ -15,7 +15,8 @@ if sys.version_info < (2, 7):
 
 
 setup(
-    name='httpie',version=httpie.__version__,
+    name='httpie',
+    version=httpie.__version__,
     description=httpie.__doc__.strip(),
     long_description=open('README.md').read(),
     url='http://httpie.org/',
","diff --git a/setup.py b/setup.py
index 88eba45..03bb0b3 100644
--- a/setup.py
+++ b/setup.py
@@ -15,7 +15,8 @@ if sys.version_info < (2, 7):
 
 
 setup(
-    name='httpie',version=httpie.__version__,
+    name='httpie',
+    version=httpie.__version__,
     description=httpie.__doc__.strip(),
     long_description=open('README.md').read(),
     url='http://httpie.org/',
",No
repositories/httpie,README.md,README,e83e601f7c7dc780e6e6ada865f0c4ad304a5204,f995c61892382ccdaaa0e80169f382c972b5709b,Added a link to contributors on GitHub to README.,"diff --git a/README.md b/README.md
index fc9523f..0dad5a0 100644
--- a/README.md
+++ b/README.md
@@ -102,6 +102,12 @@ Most of the flags mirror the arguments you would use with `requests.request`. Se
       --timeout TIMEOUT     Float describes the timeout of the request (Use
                             socket.setdefaulttimeout() as fallback).
 
+
+### Contributors
+
+[View contributors on GitHub](https://github.com/jkbr/httpie/contributors).
+
+
 ### Changelog
 
 * [0.1.6](https://github.com/jk","diff --git a/README.md b/README.md
index fc9523f..0dad5a0 100644
--- a/README.md
+++ b/README.md
@@ -102,6 +102,12 @@ Most of the flags mirror the arguments you would use with `requests.request`. Se
       --timeout TIMEOUT     Float describes the timeout of the request (Use
                             socket.setdefaulttimeout() as fallback).
 
+
+### Contributors
+
+[View contributors on GitHub](https://github.com/jkbr/httpie/contributors).
+
+
 ### Changelog
 
 * [0.1.6](https://github.com/jk",No
repositories/httpie,httpie/pretty.py,Source Code,ce952c9e902504267317a4a2fc27088d29e416a1,e83e601f7c7dc780e6e6ada865f0c4ad304a5204,Added support for more 256 color terminals.,,,No
repositories/httpie,README.rst,README,ccb2aaf94fc7e948c6ad91b789ad5f4b26d7961d,8cff0a3e67295280cf430d727568207ce1989582,Update README.rst,"diff --git a/README.rst b/README.rst
index b573fad..40ebc1d 100644
--- a/README.rst
+++ b/README.rst
@@ -49,7 +49,7 @@ Simple data items
   Data items are included in the request body. Depending on the ``Content-Type``, they are automatically serialized as a JSON ``Object`` (default) or ``application/x-www-form-urlencoded`` (the ``-f`` flag). Data items use ``=`` as the separator, e.g., ``hello=world``.
 
 Raw JSON items
-  This item type is needed when ``Content-Type`` is JSON and a field's val","diff --git a/README.rst b/README.rst
index b573fad..40ebc1d 100644
--- a/README.rst
+++ b/README.rst
@@ -49,7 +49,7 @@ Simple data items
   Data items are included in the request body. Depending on the ``Content-Type``, they are automatically serialized as a JSON ``Object`` (default) or ``application/x-www-form-urlencoded`` (the ``-f`` flag). Data items use ``=`` as the separator, e.g., ``hello=world``.
 
 Raw JSON items
-  This item type is needed when ``Content-Type`` is JSON and a field's val",No
repositories/httpie,MANIFEST.in,Other,f5d4addab224c6bc3ea6e9220ff6727ae3d8c713,ccb2aaf94fc7e948c6ad91b789ad5f4b26d7961d,Update references to moved README.,"diff --git a/MANIFEST.in b/MANIFEST.in
index bb3ec5f..9561fb1 100644
--- a/MANIFEST.in
+++ b/MANIFEST.in
@@ -1 +1 @@
-include README.md
+include README.rst
","diff --git a/MANIFEST.in b/MANIFEST.in
index bb3ec5f..9561fb1 100644
--- a/MANIFEST.in
+++ b/MANIFEST.in
@@ -1 +1 @@
-include README.md
+include README.rst
",No
repositories/httpie,setup.py,Source Code,f5d4addab224c6bc3ea6e9220ff6727ae3d8c713,ccb2aaf94fc7e948c6ad91b789ad5f4b26d7961d,Update references to moved README.,"diff --git a/setup.py b/setup.py
index 03bb0b3..e1ef638 100644
--- a/setup.py
+++ b/setup.py
@@ -18,7 +18,7 @@ setup(
     name='httpie',
     version=httpie.__version__,
     description=httpie.__doc__.strip(),
-    long_description=open('README.md').read(),
+    long_description=open('README.rst').read(),
     url='http://httpie.org/',
     download_url='https://github.com/jkbr/httpie',
     author=httpie.__author__,
","diff --git a/setup.py b/setup.py
index 03bb0b3..e1ef638 100644
--- a/setup.py
+++ b/setup.py
@@ -18,7 +18,7 @@ setup(
     name='httpie',
     version=httpie.__version__,
     description=httpie.__doc__.strip(),
-    long_description=open('README.md').read(),
+    long_description=open('README.rst').read(),
     url='http://httpie.org/',
     download_url='https://github.com/jkbr/httpie',
     author=httpie.__author__,
",No
repositories/httpie,httpie/pretty.py,Source Code,c9eb2255f6355fa2cf8fa7b9f509bddfd5cc6056,028d16d0ff98b6b24c45b9a8bf42600247d698ea,Added proper JSON highlighting,,,No
repositories/httpie,MANIFEST.in,Other,3c8af4c1700ae8a7768820ad064ed207e122930f,028d16d0ff98b6b24c45b9a8bf42600247d698ea,Added BSD license text,"diff --git a/MANIFEST.in b/MANIFEST.in
index 9561fb1..0c73842 100644
--- a/MANIFEST.in
+++ b/MANIFEST.in
@@ -1 +1 @@
-include README.rst
+include README.rst LICENSE
","diff --git a/MANIFEST.in b/MANIFEST.in
index 9561fb1..0c73842 100644
--- a/MANIFEST.in
+++ b/MANIFEST.in
@@ -1 +1 @@
-include README.rst
+include README.rst LICENSE
",No
repositories/httpie,MANIFEST.in,Other,20408e12e9115bd9e825bbcbad37f73e2e519d60,c9eb2255f6355fa2cf8fa7b9f509bddfd5cc6056,Added BSD license text,"diff --git a/MANIFEST.in b/MANIFEST.in
index 9561fb1..0c73842 100644
--- a/MANIFEST.in
+++ b/MANIFEST.in
@@ -1 +1 @@
-include README.rst
+include README.rst LICENSE
","diff --git a/MANIFEST.in b/MANIFEST.in
index 9561fb1..0c73842 100644
--- a/MANIFEST.in
+++ b/MANIFEST.in
@@ -1 +1 @@
-include README.rst
+include README.rst LICENSE
",No
repositories/httpie,httpie/pretty.py,Source Code,31c28807c932cb3de2923bd45d5e6b13732b4e94,78e20c6e85dd7e93dcff1acc958549d80ce7efd3,Added better JSON highlighting,,,No
repositories/httpie,LICENSE,LICENSE,02622a4135077b2635428fbf6885927b80b55b68,31c28807c932cb3de2923bd45d5e6b13732b4e94,Added the option to print the request,"diff --git a/LICENSE b/LICENSE
index 3384890..027da67 100644
--- a/LICENSE
+++ b/LICENSE
@@ -1,4 +1,4 @@
-Copyright © 2012 Jakub Roztocil
+Copyright © 2012 Jakub Roztocil <jakub@roztocil.name>
 
 Redistribution and use in source and binary forms, with or without
 modification, are permitted provided that the following conditions are met:
","diff --git a/LICENSE b/LICENSE
index 3384890..027da67 100644
--- a/LICENSE
+++ b/LICENSE
@@ -1,4 +1,4 @@
-Copyright © 2012 Jakub Roztocil
+Copyright © 2012 Jakub Roztocil <jakub@roztocil.name>
 
 Redistribution and use in source and binary forms, with or without
 modification, are permitted provided that the following conditions are met:
",No
repositories/httpie,README.rst,README,02622a4135077b2635428fbf6885927b80b55b68,31c28807c932cb3de2923bd45d5e6b13732b4e94,Added the option to print the request,"diff --git a/README.rst b/README.rst
index 40ebc1d..562d02b 100644
--- a/README.rst
+++ b/README.rst
@@ -89,10 +89,12 @@ Flags
 Most of the flags mirror the arguments understood by ``requests.request``. See ``http -h`` for more details::
 
     usage: http [-h] [--version] [--json | --form] [--traceback]
-                [--pretty | --ugly] [--headers | --body] [--style STYLE]
-                [--auth AUTH] [--verify VERIFY] [--proxy PROXY]
-                [--allow-redirects] [--file PATH] [--t","diff --git a/README.rst b/README.rst
index 40ebc1d..562d02b 100644
--- a/README.rst
+++ b/README.rst
@@ -89,10 +89,12 @@ Flags
 Most of the flags mirror the arguments understood by ``requests.request``. See ``http -h`` for more details::
 
     usage: http [-h] [--version] [--json | --form] [--traceback]
-                [--pretty | --ugly] [--headers | --body] [--style STYLE]
-                [--auth AUTH] [--verify VERIFY] [--proxy PROXY]
-                [--allow-redirects] [--file PATH] [--t",No
repositories/httpie,httpie/__init__.py,Source Code,02622a4135077b2635428fbf6885927b80b55b68,31c28807c932cb3de2923bd45d5e6b13732b4e94,Added the option to print the request,,,No
repositories/httpie,httpie/__main__.py,Source Code,02622a4135077b2635428fbf6885927b80b55b68,31c28807c932cb3de2923bd45d5e6b13732b4e94,Added the option to print the request,,,No
repositories/httpie,httpie/cli.py,Source Code,02622a4135077b2635428fbf6885927b80b55b68,31c28807c932cb3de2923bd45d5e6b13732b4e94,Added the option to print the request,,,No
repositories/httpie,httpie/pretty.py,Source Code,02622a4135077b2635428fbf6885927b80b55b68,31c28807c932cb3de2923bd45d5e6b13732b4e94,Added the option to print the request,,,No
repositories/httpie,README.rst,README,5e19e1b95d601ea004388e4cc79937cbb78673b4,02622a4135077b2635428fbf6885927b80b55b68,"Added a ""New in development version"" link.","diff --git a/README.rst b/README.rst
index 562d02b..3331ade 100644
--- a/README.rst
+++ b/README.rst
@@ -158,4 +158,5 @@ Contributors
 Changelog
 ---------
 
+* `New in development version <https://github.com/jkbr/httpie/compare/0.1.6...master>`_
 * `0.1.6 <https://github.com/jkbr/httpie/compare/0.1.4...0.1.6>`_ (2012-03-04)
","diff --git a/README.rst b/README.rst
index 562d02b..3331ade 100644
--- a/README.rst
+++ b/README.rst
@@ -158,4 +158,5 @@ Contributors
 Changelog
 ---------
 
+* `New in development version <https://github.com/jkbr/httpie/compare/0.1.6...master>`_
 * `0.1.6 <https://github.com/jkbr/httpie/compare/0.1.4...0.1.6>`_ (2012-03-04)
",No
repositories/httpie,httpie/__main__.py,Source Code,ed888a2657baa311ec8a60aaca00f388056eb955,5e19e1b95d601ea004388e4cc79937cbb78673b4,Made sure request Host is correct when printing.,,,No
repositories/httpie,httpie/cli.py,Source Code,578acacdf3b15fddcae4306fbd752a9e3238a6ee,ed888a2657baa311ec8a60aaca00f388056eb955,Added a --verbose / -v flag,,,No
repositories/httpie,.travis.yml,Other,b7e0473d6cb9155e6b54c5e0ba10a9a3544dd2af,578acacdf3b15fddcae4306fbd752a9e3238a6ee,Added file upload support,"diff --git a/.travis.yml b/.travis.yml
index 36b8a13..b5b2aca 100644
--- a/.travis.yml
+++ b/.travis.yml
@@ -4,7 +4,7 @@ python:
   - 2.7
   # TODO: Python 3
   #- 3.2
-script: python tests.py
+script: python tests/tests.py
 install:
   - pip install requests pygments
   - ""if [[ $TRAVIS_PYTHON_VERSION == '2.6' ]]; then pip install argparse; fi""
","diff --git a/.travis.yml b/.travis.yml
index 36b8a13..b5b2aca 100644
--- a/.travis.yml
+++ b/.travis.yml
@@ -4,7 +4,7 @@ python:
   - 2.7
   # TODO: Python 3
   #- 3.2
-script: python tests.py
+script: python tests/tests.py
 install:
   - pip install requests pygments
   - ""if [[ $TRAVIS_PYTHON_VERSION == '2.6' ]]; then pip install argparse; fi""
",No
repositories/httpie,README.rst,README,b7e0473d6cb9155e6b54c5e0ba10a9a3544dd2af,578acacdf3b15fddcae4306fbd752a9e3238a6ee,Added file upload support,"diff --git a/README.rst b/README.rst
index 3331ade..9768eda 100644
--- a/README.rst
+++ b/README.rst
@@ -40,15 +40,18 @@ Synopsis::
 
     http [flags] METHOD URL [items]
 
-There are three types of key-value pair items available:
+There are four types of key-value pair items available:
 
 Headers
    Arbitrary HTTP headers. The ``:`` character is used to separate a header's name from its value, e.g., ``X-API-Token:123``.
 
-Simple data items
+Simple data fields
   Data items are included in the","diff --git a/README.rst b/README.rst
index 3331ade..9768eda 100644
--- a/README.rst
+++ b/README.rst
@@ -40,15 +40,18 @@ Synopsis::
 
     http [flags] METHOD URL [items]
 
-There are three types of key-value pair items available:
+There are four types of key-value pair items available:
 
 Headers
    Arbitrary HTTP headers. The ``:`` character is used to separate a header's name from its value, e.g., ``X-API-Token:123``.
 
-Simple data items
+Simple data fields
   Data items are included in the",No
repositories/httpie,httpie/__main__.py,Source Code,b7e0473d6cb9155e6b54c5e0ba10a9a3544dd2af,578acacdf3b15fddcae4306fbd752a9e3238a6ee,Added file upload support,,,No
repositories/httpie,httpie/cli.py,Source Code,b7e0473d6cb9155e6b54c5e0ba10a9a3544dd2af,578acacdf3b15fddcae4306fbd752a9e3238a6ee,Added file upload support,,,No
repositories/httpie,tests/tests.py,Test Code,6a1f0248e186c4c012cfcdb5e8b49976e3946b74,b7e0473d6cb9155e6b54c5e0ba10a9a3544dd2af,Fixed tests.,,,No
repositories/httpie,httpie/__main__.py,Source Code,ccbea8c96ef9136f233f3704544f3d646b0f5313,6a1f0248e186c4c012cfcdb5e8b49976e3946b74,"Assume ""/"" as the Request-URI for printing when none present.",,,No
repositories/httpie,httpie/__main__.py,Source Code,e2e749b2a6c8315be7d6364017e85f1302902423,ccbea8c96ef9136f233f3704544f3d646b0f5313,Improved request formatting.,,,No
repositories/httpie,httpie/pretty.py,Source Code,e2e749b2a6c8315be7d6364017e85f1302902423,ccbea8c96ef9136f233f3704544f3d646b0f5313,Improved request formatting.,,,No
repositories/httpie,README.rst,README,1f49900db6416690a95829e25bce4b224cab9f73,e2e749b2a6c8315be7d6364017e85f1302902423,Improved README.,"diff --git a/README.rst b/README.rst
index 9768eda..0e814b6 100644
--- a/README.rst
+++ b/README.rst
@@ -42,18 +42,19 @@ Synopsis::
 
 There are four types of key-value pair items available:
 
-Headers
+Headers (``Name:Value``)
    Arbitrary HTTP headers. The ``:`` character is used to separate a header's name from its value, e.g., ``X-API-Token:123``.
 
-Simple data fields
+Simple data fields (``field=value``)
   Data items are included in the request body. Depending on the ``Content-Type``, th","diff --git a/README.rst b/README.rst
index 9768eda..0e814b6 100644
--- a/README.rst
+++ b/README.rst
@@ -42,18 +42,19 @@ Synopsis::
 
 There are four types of key-value pair items available:
 
-Headers
+Headers (``Name:Value``)
    Arbitrary HTTP headers. The ``:`` character is used to separate a header's name from its value, e.g., ``X-API-Token:123``.
 
-Simple data fields
+Simple data fields (``field=value``)
   Data items are included in the request body. Depending on the ``Content-Type``, th",No
repositories/httpie,.travis.yml,Other,51aa0409e6cf82a96a0b4f616c6b41e1c5549fee,1f49900db6416690a95829e25bce4b224cab9f73,Added Python 3 support,"diff --git a/.travis.yml b/.travis.yml
index b5b2aca..8d447e0 100644
--- a/.travis.yml
+++ b/.travis.yml
@@ -2,8 +2,9 @@ language: python
 python:
   - 2.6
   - 2.7
-  # TODO: Python 3
-  #- 3.2
+  - 3.1
+  - 3.2
+  - 3.3
 script: python tests/tests.py
 install:
   - pip install requests pygments
","diff --git a/.travis.yml b/.travis.yml
index b5b2aca..8d447e0 100644
--- a/.travis.yml
+++ b/.travis.yml
@@ -2,8 +2,9 @@ language: python
 python:
   - 2.6
   - 2.7
-  # TODO: Python 3
-  #- 3.2
+  - 3.1
+  - 3.2
+  - 3.3
 script: python tests/tests.py
 install:
   - pip install requests pygments
",No
repositories/httpie,README.rst,README,51aa0409e6cf82a96a0b4f616c6b41e1c5549fee,1f49900db6416690a95829e25bce4b224cab9f73,Added Python 3 support,"diff --git a/README.rst b/README.rst
index 0e814b6..d3b6835 100644
--- a/README.rst
+++ b/README.rst
@@ -8,7 +8,7 @@ HTTPie does so by providing an ``http`` command that allows for issuing arbitrar
 .. image:: https://github.com/jkbr/httpie/raw/master/httpie.png
     :alt: HTTPie compared to cURL
 
-Under the hood, HTTPie uses the excellent `Requests <http://python-requests.org>`_ and `Pygments <http://pygments.org/>`_ Python libraries.
+Under the hood, HTTPie uses the excellent `Requests <http:","diff --git a/README.rst b/README.rst
index 0e814b6..d3b6835 100644
--- a/README.rst
+++ b/README.rst
@@ -8,7 +8,7 @@ HTTPie does so by providing an ``http`` command that allows for issuing arbitrar
 .. image:: https://github.com/jkbr/httpie/raw/master/httpie.png
     :alt: HTTPie compared to cURL
 
-Under the hood, HTTPie uses the excellent `Requests <http://python-requests.org>`_ and `Pygments <http://pygments.org/>`_ Python libraries.
+Under the hood, HTTPie uses the excellent `Requests <http:",No
repositories/httpie,httpie/__main__.py,Source Code,51aa0409e6cf82a96a0b4f616c6b41e1c5549fee,1f49900db6416690a95829e25bce4b224cab9f73,Added Python 3 support,,,No
repositories/httpie,httpie/pretty.py,Source Code,51aa0409e6cf82a96a0b4f616c6b41e1c5549fee,1f49900db6416690a95829e25bce4b224cab9f73,Added Python 3 support,,,No
repositories/httpie,setup.py,Source Code,51aa0409e6cf82a96a0b4f616c6b41e1c5549fee,1f49900db6416690a95829e25bce4b224cab9f73,Added Python 3 support,"diff --git a/setup.py b/setup.py
index e1ef638..b7d0337 100644
--- a/setup.py
+++ b/setup.py
@@ -36,10 +36,9 @@ setup(
         'Programming Language :: Python',
         'Programming Language :: Python :: 2.6',
         'Programming Language :: Python :: 2.7',
-        # TODO: Python 3
-        # 'Programming Language :: Python :: 3.1'
-        # 'Programming Language :: Python :: 3.2'
-        # 'Programming Language :: Python :: 3.3'
+        'Programming Language :: Python :: 3.1'
+        '","diff --git a/setup.py b/setup.py
index e1ef638..b7d0337 100644
--- a/setup.py
+++ b/setup.py
@@ -36,10 +36,9 @@ setup(
         'Programming Language :: Python',
         'Programming Language :: Python :: 2.6',
         'Programming Language :: Python :: 2.7',
-        # TODO: Python 3
-        # 'Programming Language :: Python :: 3.1'
-        # 'Programming Language :: Python :: 3.2'
-        # 'Programming Language :: Python :: 3.3'
+        'Programming Language :: Python :: 3.1'
+        '",No
repositories/httpie,tests/tests.py,Test Code,51aa0409e6cf82a96a0b4f616c6b41e1c5549fee,1f49900db6416690a95829e25bce4b224cab9f73,Added Python 3 support,,,No
repositories/httpie,setup.py,Source Code,3dbb61a8cacb683a97ee48b0d6a553f52ad7a391,51aa0409e6cf82a96a0b4f616c6b41e1c5549fee,Added `argparse` for Python 3.1.,"diff --git a/setup.py b/setup.py
index b7d0337..7156958 100644
--- a/setup.py
+++ b/setup.py
@@ -10,7 +10,8 @@ if sys.argv[-1] == 'test':
 
 
 requirements = ['requests>=0.10.4', 'Pygments>=1.4']
-if sys.version_info < (2, 7):
+if sys.version_info[:2] in ((2, 6), (3, 1)):
+    # argparse has been added in Python 3.2 / 2.7
     requirements.append('argparse>=1.2.1')
 
 
","diff --git a/setup.py b/setup.py
index b7d0337..7156958 100644
--- a/setup.py
+++ b/setup.py
@@ -10,7 +10,8 @@ if sys.argv[-1] == 'test':
 
 
 requirements = ['requests>=0.10.4', 'Pygments>=1.4']
-if sys.version_info < (2, 7):
+if sys.version_info[:2] in ((2, 6), (3, 1)):
+    # argparse has been added in Python 3.2 / 2.7
     requirements.append('argparse>=1.2.1')
 
 
",No
repositories/httpie,.travis.yml,Other,ab23037582205ec50904389989e51913257f86a3,3dbb61a8cacb683a97ee48b0d6a553f52ad7a391,Python 3 fixes.,"diff --git a/.travis.yml b/.travis.yml
index 8d447e0..7effe4c 100644
--- a/.travis.yml
+++ b/.travis.yml
@@ -4,9 +4,8 @@ python:
   - 2.7
   - 3.1
   - 3.2
-  - 3.3
 script: python tests/tests.py
 install:
   - pip install requests pygments
-  - ""if [[ $TRAVIS_PYTHON_VERSION == '2.6' ]]; then pip install argparse; fi""
+  - ""if [[ $TRAVIS_PYTHON_VERSION == '2.6' ]] || [[ $TRAVIS_PYTHON_VERSION == '3.1' ]]; then echo pip install argparse; fi""
 
","diff --git a/.travis.yml b/.travis.yml
index 8d447e0..7effe4c 100644
--- a/.travis.yml
+++ b/.travis.yml
@@ -4,9 +4,8 @@ python:
   - 2.7
   - 3.1
   - 3.2
-  - 3.3
 script: python tests/tests.py
 install:
   - pip install requests pygments
-  - ""if [[ $TRAVIS_PYTHON_VERSION == '2.6' ]]; then pip install argparse; fi""
+  - ""if [[ $TRAVIS_PYTHON_VERSION == '2.6' ]] || [[ $TRAVIS_PYTHON_VERSION == '3.1' ]]; then echo pip install argparse; fi""
 
",No
repositories/httpie,README.rst,README,ab23037582205ec50904389989e51913257f86a3,3dbb61a8cacb683a97ee48b0d6a553f52ad7a391,Python 3 fixes.,"diff --git a/README.rst b/README.rst
index d3b6835..13ef9ee 100644
--- a/README.rst
+++ b/README.rst
@@ -8,7 +8,7 @@ HTTPie does so by providing an ``http`` command that allows for issuing arbitrar
 .. image:: https://github.com/jkbr/httpie/raw/master/httpie.png
     :alt: HTTPie compared to cURL
 
-Under the hood, HTTPie uses the excellent `Requests <http://python-requests.org>`_ and `Pygments <http://pygments.org/>`_ Python libraries. Python >= 2.6 is supported (including Python 3.x).
+Under t","diff --git a/README.rst b/README.rst
index d3b6835..13ef9ee 100644
--- a/README.rst
+++ b/README.rst
@@ -8,7 +8,7 @@ HTTPie does so by providing an ``http`` command that allows for issuing arbitrar
 .. image:: https://github.com/jkbr/httpie/raw/master/httpie.png
     :alt: HTTPie compared to cURL
 
-Under the hood, HTTPie uses the excellent `Requests <http://python-requests.org>`_ and `Pygments <http://pygments.org/>`_ Python libraries. Python >= 2.6 is supported (including Python 3.x).
+Under t",No
repositories/httpie,setup.py,Source Code,ab23037582205ec50904389989e51913257f86a3,3dbb61a8cacb683a97ee48b0d6a553f52ad7a391,Python 3 fixes.,"diff --git a/setup.py b/setup.py
index 7156958..b18c76d 100644
--- a/setup.py
+++ b/setup.py
@@ -39,7 +39,6 @@ setup(
         'Programming Language :: Python :: 2.7',
         'Programming Language :: Python :: 3.1'
         'Programming Language :: Python :: 3.2'
-        'Programming Language :: Python :: 3.3'
         'Environment :: Console',
         'Intended Audience :: Developers',
         'Intended Audience :: System Administrators',
","diff --git a/setup.py b/setup.py
index 7156958..b18c76d 100644
--- a/setup.py
+++ b/setup.py
@@ -39,7 +39,6 @@ setup(
         'Programming Language :: Python :: 2.7',
         'Programming Language :: Python :: 3.1'
         'Programming Language :: Python :: 3.2'
-        'Programming Language :: Python :: 3.3'
         'Environment :: Console',
         'Intended Audience :: Developers',
         'Intended Audience :: System Administrators',
",No
repositories/httpie,.travis.yml,Other,1c5fd184655a1a3225a01b06675f8ae60ea3dc1a,ab23037582205ec50904389989e51913257f86a3,Python 3 fixes (travis config).,"diff --git a/.travis.yml b/.travis.yml
index 7effe4c..470a635 100644
--- a/.travis.yml
+++ b/.travis.yml
@@ -7,5 +7,5 @@ python:
 script: python tests/tests.py
 install:
   - pip install requests pygments
-  - ""if [[ $TRAVIS_PYTHON_VERSION == '2.6' ]] || [[ $TRAVIS_PYTHON_VERSION == '3.1' ]]; then echo pip install argparse; fi""
+  - ""if [[ $TRAVIS_PYTHON_VERSION == '2.6' ]] || [[ $TRAVIS_PYTHON_VERSION == '3.1' ]]; then pip install argparse; fi""
 
","diff --git a/.travis.yml b/.travis.yml
index 7effe4c..470a635 100644
--- a/.travis.yml
+++ b/.travis.yml
@@ -7,5 +7,5 @@ python:
 script: python tests/tests.py
 install:
   - pip install requests pygments
-  - ""if [[ $TRAVIS_PYTHON_VERSION == '2.6' ]] || [[ $TRAVIS_PYTHON_VERSION == '3.1' ]]; then echo pip install argparse; fi""
+  - ""if [[ $TRAVIS_PYTHON_VERSION == '2.6' ]] || [[ $TRAVIS_PYTHON_VERSION == '3.1' ]]; then pip install argparse; fi""
 
",No
repositories/httpie,httpie/__main__.py,Source Code,153663cb92bd7f4072fcdc1119fe1a2d17f53bce,1c5fd184655a1a3225a01b06675f8ae60ea3dc1a,Add support for Digest authentication,,,No
repositories/httpie,httpie/cli.py,Source Code,153663cb92bd7f4072fcdc1119fe1a2d17f53bce,1c5fd184655a1a3225a01b06675f8ae60ea3dc1a,Add support for Digest authentication,,,No
repositories/httpie,httpie/__main__.py,Source Code,71d21d1feb831e58080947e570b417fde08e0267,1c5fd184655a1a3225a01b06675f8ae60ea3dc1a,make --verify no command line argument work,,,No
